Time:250Hz,Epoch,FCz,Oz,O1,PO7,O2,PO8,PO3,PO4,Event Id,Event Date,Event Duration
0.4159999993,3,-7416.8671875000,-7546.8652343750,-7704.5341796875,-7486.9624023438,-75389.3281250000,-115381.0156250000,-127532.2734375000,-141262.1406250000,,,
0.4199999992,3,-7413.1567382813,-7543.2885742188,-7700.9130859375,-7483.4531250000,-75385.9062500000,-115377.5546875000,-127528.7031250000,-141258.6406250000,,,
0.4239999992,3,-7413.6708984375,-7543.6909179688,-7701.0922851563,-7483.6992187500,-75386.1093750000,-115377.8203125000,-127528.9687500000,-141258.8437500000,,,
0.4279999994,3,-7415.1240234375,-7545.1440429688,-7702.5673828125,-7485.0849609375,-75387.4218750000,-115379.1171875000,-127530.2656250000,-141260.0937500000,,,
0.4319999993,3,-7411.7934570313,-7541.9477539063,-7699.4829101563,-7481.9555664063,-75384.3828125000,-115376.1484375000,-127527.2734375000,-141257.0312500000,,,
0.4359999993,3,-7413.7158203125,-7543.9370117188,-7701.4497070313,-7484.0791015625,-75386.4843750000,-115378.3125000000,-127529.3906250000,-141259.2656250000,,,
0.4399999992,3,-7415.9506835938,-7546.1943359375,-7703.5058593750,-7486.1801757813,-75388.5390625000,-115380.4140625000,-127531.3593750000,-141261.1875000000,,,
0.4439999992,3,-7415.3476562500,-7545.3896484375,-7702.7685546875,-7485.2636718750,-75387.6484375000,-115379.4531250000,-127530.4453125000,-141260.2031250000,,,
0.4479999992,3,-7416.8002929688,-7546.9321289063,-7704.5566406250,-7486.8061523438,-75389.3906250000,-115381.0625000000,-127532.1406250000,-141261.8750000000,,,
0.4519999993,3,-7414.6542968750,-7544.8979492188,-7702.5898437500,-7484.9062500000,-75387.4921875000,-115379.1640625000,-127530.2421875000,-141260.0468750000,,,
0.4559999993,3,-7415.9062500000,-7546.0830078125,-7703.5732421875,-7486.0908203125,-75388.5234375000,-115380.2578125000,-127531.1562500000,-141261.0312500000,,,
0.4599999993,3,-7417.5156250000,-7547.5805664063,-7705.0258789063,-7487.5209960938,-75389.9687500000,-115381.6875000000,-127532.4531250000,-141262.4375000000,,,
