Time:250Hz,Epoch,FCz,Oz,O1,PO7,O2,PO8,PO3,PO4,Event Id,Event Date,Event Duration
0.1359999997,1,-44292.4843750000,-64103.7734375000,-37643.5117187500,-14998.9140625000,-27636.6347656250,-52945.3125000000,-37133.7109375000,-64988.6992187500,,,
0.1399999997,1,-44362.4453125000,-64180.3945312500,-37721.3398437500,-15075.6250000000,-27716.6542968750,-53025.1992187500,-37211.7851562500,-65068.5195312500,,,
0.1439999996,1,-44374.4921875000,-64199.9296875000,-37741.5000000000,-15096.0996093750,-27736.6582031250,-53044.8242187500,-37232.2382812500,-65088.9687500000,,,
0.1479999996,1,-44391.6562500000,-64209.9218750000,-37749.9492187500,-15105.4648437500,-27744.0117187500,-53051.9531250000,-37240.3515625000,-65096.1914062500,,,
0.1519999998,1,-44486.8320312500,-64295.9296875000,-37835.2226562500,-15189.6640625000,-27828.9257812500,-53136.2421875000,-37325.1992187500,-65180.8593750000,,,
0.1559999997,1,-44356.8789062500,-64173.5976562500,-37713.3828125000,-15070.5957031250,-27706.3281250000,-53014.8281250000,-37204.1875000000,-65058.8632812500,,,
0.1599999997,1,-44396.9765625000,-64219.4648437500,-37760.7890625000,-15116.4619140625,-27753.6015625000,-53060.6250000000,-37251.6171875000,-65106.2500000000,,,
0.1639999996,1,-44408.8242187500,-64228.2500000000,-37768.6367187500,-15125.6708984375,-27761.0000000000,-53067.3515625000,-37260.0000000000,-65113.3789062500,,,
0.1679999996,1,-44409.4296875000,-64216.7148437500,-37757.3242187500,-15115.5673828125,-27747.9238281250,-53055.0156250000,-37248.0195312500,-65100.3710937500,,,
0.1719999998,1,-44580.2617187500,-64390.5234375000,-37932.1835937500,-15284.7255859375,-27925.5312500000,-53229.4687500000,-37421.0664062500,-65276.7460937500,,,
0.1759999997,1,-44855.5703125000,-64675.1718750000,-38218.5742187500,-15570.1347656250,-28211.8339843750,-53513.8281250000,-37708.2187500000,-65563.8593750000,,,
0.1799999997,1,-44199.7031250000,-64011.0117187500,-37554.1015625000,-14915.8994140625,-27542.5117187500,-52853.9179687500,-37046.0273437500,-64896.0312500000,,,
0.1839999997,1,-44229.7851562500,-64029.0937500000,-37570.4882812500,-14929.8691406250,-27560.7500000000,-52871.0156250000,-37061.4726562500,-64913.3085937500,,,
0.1879999996,1,-44353.7031250000,-64152.1406250000,-37694.1132812500,-15051.7539062500,-27686.8593750000,-52995.9609375000,-37184.9648437500,-65038.9023437500,,,
0.1919999996,1,-44391.5234375000,-64202.4570312500,-37745.1640625000,-15101.5976562500,-27738.6933593750,-53048.5117187500,-37235.8359375000,-65091.1601562500,,,
0.1959999998,1,-44398.8789062500,-64213.2070312500,-37755.7382812500,-15111.9472656250,-27747.8574218750,-53056.7343750000,-37245.9609375000,-65100.2148437500,,,
0.1999999997,1,-44405.5625000000,-64209.9453125000,-37750.1718750000,-15105.9121093750,-27743.9667968750,-53052.8906250000,-37240.3984375000,-65095.8085937500,,,
0.2039999997,1,-44414.1679687500,-64215.7539062500,-37755.3593750000,-15111.2089843750,-27750.4941406250,-53060.0664062500,-37245.3359375000,-65102.8281250000,,,
0.2079999996,1,-44506.7695312500,-64316.5625000000,-37857.5273437500,-15211.1210937500,-27853.4921875000,-53161.2304687500,-37347.0585937500,-65205.4687500000,,,
0.2119999996,1,-44367.6953125000,-64180.9960937500,-37722.5703125000,-15079.4921875000,-27715.2460937500,-53026.0468750000,-37213.1718750000,-65068.0703125000,,,
0.2159999998,1,-44405.0703125000,-64208.3554687500,-37748.7421875000,-15104.2802734375,-27742.6933593750,-53054.0078125000,-37239.3906250000,-65095.0937500000,,,
0.2199999997,1,-44412.7343750000,-64211.1054687500,-37752.1601562500,-15107.2304687500,-27747.3867187500,-53056.6484375000,-37242.7226562500,-65099.7890625000,,,
0.2239999997,1,-44418.3671875000,-64224.7617187500,-37767.1601562500,-15122.3847656250,-27763.0117187500,-53070.4375000000,-37257.5390625000,-65115.7695312500,,,
0.2279999997,1,-44428.6953125000,-64240.3398437500,-37782.2460937500,-15138.0986328125,-27778.0761718750,-53085.3007812500,-37272.5390625000,-65130.6562500000,,,
0.2319999996,1,-44424.4687500000,-64229.1210937500,-37769.3281250000,-15126.0283203125,-27764.1289062500,-53071.8476562500,-37259.5078125000,-65116.1718750000,,,
0.2359999996,1,-44520.4492187500,-64318.6171875000,-37858.6015625000,-15214.0498046875,-27852.5292968750,-53159.6210937500,-37348.4218750000,-65204.4414062500,,,
0.2399999998,1,-44387.6796875000,-64191.2109375000,-37733.7460937500,-15092.2324218750,-27724.9902343750,-53034.4296875000,-37224.5273437500,-65077.9296875000,,,
0.2439999997,1,-44420.8710937500,-64230.1484375000,-37772.8593750000,-15128.9121093750,-27765.1347656250,-53072.8515625000,-37263.3085937500,-65117.9843750000,,,
0.2479999997,1,-44421.7656250000,-64225.3437500000,-37765.6171875000,-15122.0048828125,-27759.0097656250,-53067.9570312500,-37256.1328125000,-65111.9257812500,,,
0.2519999996,1,-44424.8046875000,-64217.0273437500,-37756.2539062500,-15113.2880859375,-27751.4335937500,-53061.7421875000,-37246.4101562500,-65104.5039062500,,,
0.2559999996,2,-44447.0664062500,-64239.6250000000,-37780.1445312500,-15136.7353515625,-27776.8027343750,-53085.9960937500,-37270.0585937500,-65129.2929687500,,,
0.2599999995,2,-44437.3671875000,-64238.2421875000,-37779.0078125000,-15134.6787109375,-27774.7675781250,-53083.8046875000,-37268.6484375000,-65127.1250000000,,,
0.2639999995,2,-44519.6679687500,-64320.4296875000,-37860.7460937500,-15213.8037109375,-27856.2402343750,-53164.4921875000,-37349.6289062500,-65208.5742187500,,,
0.2679999995,2,-44379.9023437500,-64174.3593750000,-37713.4492187500,-15070.2158203125,-27707.9140625000,-53019.4296875000,-37202.9570312500,-65060.8750000000,,,
0.2719999994,2,-44416.8945312500,-64210.6132812500,-37751.8710937500,-15106.5156250000,-27745.8222656250,-53055.2382812500,-37240.7109375000,-65098.3125000000,,,
0.2759999994,2,-44436.5859375000,-64238.3085937500,-37781.2851562500,-15135.8408203125,-27775.7734375000,-53084.4296875000,-37270.2812500000,-65128.3750000000,,,
0.2799999996,2,-44437.2109375000,-64238.1523437500,-37780.1914062500,-15134.8798828125,-27775.5957031250,-53084.7187500000,-37269.5195312500,-65128.3750000000,,,
0.2839999995,2,-44429.4335937500,-64222.5507812500,-37763.5156250000,-15116.9316406250,-27758.4062500000,-53069.2773437500,-37252.5546875000,-65110.7617187500,,,
0.2879999995,2,-44516.6484375000,-64309.1171875000,-37850.6210937500,-15201.4882812500,-27847.7246093750,-53157.7226562500,-37339.2812500000,-65199.5664062500,,,
0.2919999994,2,-44377.3320312500,-64178.6054687500,-37721.6289062500,-15074.0605468750,-27718.9335937500,-53030.0039062500,-37210.7148437500,-65071.1132812500,,,
0.2959999994,2,-44420.0000000000,-64220.8281250000,-37762.7578125000,-15113.2656250000,-27759.2792968750,-53068.3593750000,-37251.3476562500,-65111.6367187500,,,
0.2999999996,2,-44417.1171875000,-64209.4296875000,-37749.7265625000,-15101.3964843750,-27744.2812500000,-53053.3398437500,-37238.3164062500,-65096.7929687500,,,
0.3039999995,2,-44430.5039062500,-64219.9335937500,-37760.5664062500,-15111.8798828125,-27754.6738281250,-53063.8671875000,-37249.2695312500,-65107.2304687500,,,
0.3079999995,2,-44438.5742187500,-64234.6210937500,-37777.0390625000,-15127.6376953125,-27771.1914062500,-53079.6250000000,-37265.7421875000,-65123.4140625000,,,
0.3119999995,2,-44438.8867187500,-64240.2070312500,-37782.3593750000,-15133.3378906250,-27775.8183593750,-53083.4023437500,-37270.6367187500,-65127.9726562500,,,
0.3159999994,2,-44522.6171875000,-64314.9062500000,-37854.8007812500,-15206.0253906250,-27849.2675781250,-53155.8007812500,-37342.4765625000,-65201.1328125000,,,
0.3199999994,2,-44383.4335937500,-64170.3789062500,-37710.5429687500,-15063.0410156250,-27704.2480468750,-53014.1992187500,-37199.0468750000,-65057.1640625000,,,
0.3239999996,2,-44423.6640625000,-64220.7382812500,-37762.1992187500,-15112.2822265625,-27756.4843750000,-53063.1953125000,-37250.5664062500,-65108.5273437500,,,
0.3279999995,2,-44435.2890625000,-64230.9531250000,-37773.4648437500,-15123.4580078125,-27767.4375000000,-53073.7031250000,-37261.4531250000,-65119.8164062500,,,
0.3319999995,2,-44439.1992187500,-64227.9140625000,-37769.5078125000,-15120.6865234375,-27763.0332031250,-53070.0117187500,-37257.6757812500,-65115.0546875000,,,
0.3359999994,2,-44443.2226562500,-64225.3007812500,-37767.3164062500,-15119.2333984375,-27760.5078125000,-53067.5976562500,-37255.7070312500,-65112.6171875000,,,
0.3399999994,2,-44443.3359375000,-64232.7421875000,-37776.4140625000,-15128.5097656250,-27770.5664062500,-53076.3398437500,-37264.8476562500,-65122.6992187500,,,
0.3439999996,2,-44532.8554687500,-64331.4257812500,-37874.6289062500,-15223.7949218750,-27871.7753906250,-53176.9882812500,-37362.6367187500,-65223.6406250000,,,
0.3479999995,2,-44384.0585937500,-64176.5703125000,-37719.6171875000,-15074.3515625000,-27713.6816406250,-53022.2929687500,-37208.3007812500,-65066.2851562500,,,
